ID,MUNDO,PUNTO DE RECORRIDO,TIPO DE RETO,Contexto (si hace falta),Enunciado ciudadanía (default),Puntos por respuesta correcta,Respuesta 1,% R1,Respuesta 2,% R2,Respuesta 3,% R3,Respuesta 4,% R4,Num. Articulo,Artículo de la constitución (texto),Feedback del juego,TIEMPO (segundos),Dificultad,
760,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,¿Qué derecho está ejerciendo un niño cuando asiste a la escuela?,10,Derecho a la educación,100%,Protección de las personas de la tercera edad,0%,Derecho a la vida,0%,Derecho a la libertad de conciencia y cultos,0%,63,Constitución de la República Dominicana,"Derecho a la educación. Toda persona tiene derecho a una educación integral, de calidad, permanente, en igualdad de condiciones y oportunidades, sin más limitaciones que las derivadas de sus aptitudes, vocación y aspiraciones.




",30,Fácil,
761,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"Cuando el Estado crea museos que presentan nuestra historia, ¿qué derecho está fomentando?",10,Derecho a la cultura,100%,Protección al medio ambiente,0%,Derecho al deporte,0%,Derecho al trabajo,0%,64,Constitución de la República Dominicana,"Derecho a la cultura. Toda persona tiene derecho a participar y actuar con libertad y sin censura en la vida cultural de la Nación, al pleno acceso y disfrute de los bienes y servicios culturales, de los avances científicos y de la producción artística y literaria. El Estado protegerá los intereses morales y materiales sobre las obras de autores e inventores.




",30,Fácil,
762,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"Cuando vamos a los espacios recreativos a jugar basquetbol, béisbol o voleibol, ¿cuál derecho disfrutamos?",10,Derecho al deporte,100%,Derecho a la propiedad intelectual,0%,Derecho al libre tránsito,0%,Derecho a la seguridad social,0%,65,Constitución de la República Dominicana,"Derecho al deporte. Toda persona tiene derecho a la educación física, al deporte y la recreación. Corresponde al Estado, en colaboración con los centros de enseñanza y las organizaciones deportivas, fomentar, incentivar y apoyar la práctica y difusión de estas actividades.




",30,Fácil,
763,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"Cuidar del medio ambiente, como el aire, el agua de los ríos y las áreas verdes, ¿es parte de cuál derecho?",10,De los derechos colectivos y difusos,100%,Del derecho a la cultura,0%,Del derecho de familia,0%,Del derecho al deporte,0%,66,Constitución de la República Dominicana,"Derechos colectivos y difusos. El Estado reconoce los derechos e intereses colectivos y difusos, los cuales se ejercen en las condiciones y limitaciones establecidas en la ley. En consecuencia protege: 
1) La conservación del equilibrio ecológico, de la fauna y la flora; 
2) La protección del medio ambiente; 
3) La preservación del patrimonio cultural, histórico, urbanístico, artístico, arquitectónico y arqueológico.",30,Fácil,
764,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"Cuando el Estado previene la contaminación para las presentes y futuras generaciones, ¿cuál derecho busca garantizar?",10,La protección del medio ambiente,100%,El derecho a la seguridad personal,0%,El derecho a la vivienda,0%,El derecho a la educación,0%,67,Constitución de la República Dominicana,"Protección del medio ambiente. Constituyen deberes del Estado prevenir la contaminación, proteger y mantener el medio ambiente en provecho de las presentes y futuras generaciones.



",30,Fácil,
765,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"La pena de muerte está prohibida en la Constitución dominicana, en virtud del:",10,Derecho a la vida,100%,Derecho a la salud,0%,Derecho a la dignidad humana,0%,Derecho a la libertad y la seguridad personal,0%,37,Constitución de la República Dominicana,"Derecho a la vida. El derecho a la vida es inviolable desde la concepción hasta la muerte. No podrá establecerse, pronunciarse ni aplicarse, en ningún caso, la pena de muerte.







",30,Medio,
766,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"Constituye el fundamento de todos los derechos. Es sagrada, innata e inviolable, su respeto y protección constituyen una responsabilidad esencial de los poderes públicos y también el fundamento de la Constitución:",10,  La dignidad humana,100%,La igualdad,0%,  La solidaridad,0%,La libertad,0%,38,Constitución de la República Dominicana,"Dignidad humana. El Estado se fundamenta en el respeto a la dignidad de la persona y se organiza para la protección real y efectiva de los derechos fundamentales que le son inherentes. La dignidad del ser humano es sagrada, innata e inviolable; su respeto y protección constituyen una responsabilidad esencial de los poderes públicos.",30,Medio,
767,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"Toda persona privada de su libertad, sin justificación o sin las formalidades legales o fuera de los casos que establecen las leyes deberá:",10,Ser puesta de inmediato en libertad a requerimiento suyo o de cualquier persona,100%,Ser sometida a la Policía Nacional,0%,Permanecer privada de su libertad hasta que se dicte sentencia de habeas corpus,0%,Presentarse de inmediato ante un juez,0%,40,Constitución de la República Dominicana,"Derecho a la libertad y seguridad personal. Toda persona tiene derecho a la libertad y seguridad personal. Por lo tanto: 6) Toda persona privada de su libertad, sin causa o sin las formalidades legales o fuera de los casos previstos por las leyes, será puesta de inmediato en libertad a requerimiento suyo o de cualquier persona;





",30,Medio,
768,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"La Constitución dominicana prohíbe la esclavitud en todas sus formas, y, además prohíbe en virtud de dicha disposición:",10,"La servidumbre, la trata y el tráfico de personas",100%,La discriminación,0%,La migración legal,0%,El trato diferenciado,0%,41,Constitución de la República Dominicana,"Prohibición de la esclavitud. Se prohíben en todas sus formas, la esclavitud, la servidumbre, la trata y el tráfico de personas.





",30,Medio,
769,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,¿En el marco de cuál derecho la Constitución prohíbe la tortura?:,10,  En el marco del derecho a la integridad personal,100%,En el marco del derecho a la vida,0%,En el marco del derecho a la intimidad y el honor personal,0%,En el marco del derecho a la libertad y la seguridad personal,0%,42,Constitución de la República Dominicana,"Derecho a la integridad personal. Toda persona tiene derecho a que se respete su integridad física, psíquica, moral y a vivir sin violencia. Tendrá la protección del Estado en casos de amenaza, riesgo o violación de las mismas. En consecuencia: 1) Ninguna persona puede ser sometida a penas, torturas o procedimientos vejatorios que impliquen la pérdida o disminución de su salud, o de su integridad física o psíquica;







",30,Medio,
770,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"Toda persona tiene derecho al libre desarrollo de su personalidad, en tal ejercicio, sus únicas limitaciones son:",10,Las impuestas por el ordenamiento jurídico y los derechos de los demás,100%,No existen limitaciones,0%,El medio ambiente,0%,Las que impone su personalidad,0%,43,Constitución de la República Dominicana,"Derecho al libre desarrollo de la personalidad. Toda persona tiene derecho al libre desarrollo de su personalidad, sin más limitaciones que las impuestas por el orden jurídico y los derechos de los demás.






",30,Medio,
771,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,El derecho a la intimidad y el honor personal reconoce la protección de:,10,"La inviolabilidad de la correspondencia, de documentos o mensajes privados.",100%,La libertad de conciencia,0%,La libre circulación en el territorio nacional,0%,"La libre expresión de los pensamientos, ideas y opiniones sin limitaciones.",0%,44,Constitución de la República Dominicana,"Derecho a la intimidad y el honor personal. Toda persona tiene derecho a la intimidad. Se garantiza el respeto y la no injerencia en la vida privada, familiar, el domicilio y la correspondencia del individuo. Se reconoce el derecho al honor, al buen nombre y a la propia imagen. Toda autoridad o particular que los viole está obligado a resarcirlos o repararlos conforme a la ley. Por tanto: 3) Se reconoce la inviolabilidad de la correspondencia, documentos o mensajes privados en formatos físico, digital, electrónico o de todo otro tipo. Sólo podrán ser ocupados, interceptados o registrados, por orden de una autoridad judicial competente, mediante procedimientos legales en la sustanciación de asuntos que se ventilen en la justicia y preservando el secreto de lo privado, que no guarde relación con el correspondiente proceso. Es inviolable el secreto de la comunicación telegráfica, telefónica, cablegráfica, electrónica, telemática o la establecida en otro medio, salvo las autorizaciones otorgadas por juez o autoridad competente, de conformidad con la ley;





",30,Medio,
772,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"La libertad de conciencia y de cultos es un derecho fundamental reconocido por la Constitución dominicana, que encuentra sus límites en:",10,El orden público y el respeto a las buenas costumbres,100%,No existen limitaciones,0%,El medio ambiente,0%,La voluntad de los demás,0%,45,Constitución de la República Dominicana,"Libertad de conciencia y de cultos. El Estado garantiza la libertad de conciencia y de cultos, con sujeción al orden público y respeto a las buenas costumbres.





",30,Medio,
773,M3 - EL PODER JURISDICCIONAL,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,Toda persona que se encuentre en el territorio nacional tiene derecho a residir y salir libremente del mismo de conformidad con las disposiciones legales en virtud del derecho:,10,A la libertad de tránsito,100%,A la libertad de asociación,0%,A la libertad de reunión,0%,Al libre desarrollo de la personalidad,0%,46,Constitución de la República Dominicana,"Libertad de tránsito. Toda persona que se encuentre en territorio nacional tiene derecho a transitar, residir y salir libremente del mismo, de conformidad con las disposiciones legales.





",30,Medio,
774,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,Toda persona que se encuentre en el territorio nacional tiene derecho a residir y salir libremente del mismo de conformidad con las disposiciones legales en virtud del derecho:,10,A la libertad de tránsito,100%,A la libertad de asociación,0%,A la libertad de reunión,0%,Al libre desarrollo de la personalidad,0%,46,Constitución de la República Dominicana,"Libertad de tránsito. Toda persona que se encuentre en territorio nacional tiene derecho a transitar, residir y salir libremente del mismo, de conformidad con las disposiciones legales.





",30,Medio,
775,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,Toda persona tiene derecho a asociarse siempre y cuando:,10,Sea con fines lícitos,100%,Tengan autorización de la Policía Nacional,0%,No sea en horario nocturno,0%,El presidente lo autorice,0%,47,Constitución de la República Dominicana,"Libertad de asociación. Toda persona tiene derecho de asociarse con fines lícitos, de conformidad con la ley





",30,Medio,
776,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"Toda persona tiene derecho a reunirse, sin permiso previo, con fines lícitos y pacíficos, esto es protegido por el derecho:",10,De libertad de reunión,100%,A la libertad de asociación,0%,A la libertad de expresión,0%,A la libertad de tránsito,0%,48,Constitución de la República Dominicana,"Libertad de reunión. Toda persona tiene el derecho de reunirse, sin permiso previo, con fines lícitos y pacíficos, de conformidad con la ley.





",30,Medio,
777,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,El derecho a la libertad de expresión e información comprende:,10,"Buscar, investigar, recibir y difundir información de todo tipo, de carácter público, por cualquier medio, canal o vía.",100%,La facultad de estar informado de lo que pasa en los hogares familiares,0%,Dedicarse a la actividad económica de su preferencia,0%,La facultad de difundir ideas violentas,0%,49,Constitución de la República Dominicana,"Libertad de expresión e información. Toda persona tiene derecho a expresar libremente sus pensamientos, ideas y opiniones, por cualquier medio, sin que pueda establecerse censura previa. 1) Toda persona tiene derecho a la información. Este derecho comprende buscar, investigar, recibir y difundir información de todo tipo, de carácter público, por cualquier medio, canal o vía, conforme determinan la Constitución y la ley;






",30,Medio,
778,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"Todas las personas tienen derecho a dedicarse libremente a la actividad económica de su preferencia, esto está consagrado según la Constitución en el derecho:",10,A la libertad de empresa,100%,A la libertad y seguridad personal,0%,A la propiedad intelectual,0%,Al libre desarrollo de la personalidad,0%,50,Constitución de la República Dominicana,"Libertad de empresa. El Estado reconoce y garantiza la libre empresa, comercio e industria. Todas las personas tienen derecho a dedicarse libremente a la actividad económica de su preferencia, sin más limitaciones que las prescritas en esta Constitución y las que establezcan las leyes.





",30,Medio,
779,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"Los bienes de las personas físicas y jurídicas no pueden ser confiscados o decomisados, a excepción de cuando se comprueba, mediante sentencia definitiva que:",10,Son producto de actos ilícitos cometidos contra el patrimonio público,100%,Tienen un valor muy alto,0%,Se declararon patrimonio cultural,0%,Sean expuestos ante las autoridades,0%,51,Constitución de la República Dominicana,"Derecho de propiedad. El Estado reconoce y garantiza el derecho de propiedad. La propiedad tiene una función social que implica obligaciones. Toda persona tiene derecho al goce, disfrute y disposición de sus bienes. 

5) Sólo podrán ser objeto de confiscación o decomiso, mediante sentencia definitiva, los bienes de personas físicas o jurídicas, nacionales o extranjeras, que tengan su origen en actos ilícitos cometidos contra el patrimonio público, así como los utilizados o provenientes de actividades de tráfico ilícito de estupefacientes y sustancias psicotrópicas o relativas a la delincuencia transnacional organizada y de toda infracción prevista en las leyes penales;",30,Medio,
780,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"Según la Constitución, los autores tienen derecho a la propiedad exclusiva de sus obras científicas, literarias, artísticas, invenciones e innovaciones, denominaciones, marcas, signos distintivos y demás producciones debido al:",10,Derecho a la propiedad intelectual,100%,Derechos colectivos y difusos,0%,Derecho al libre desarrollo de la personalidad,0%,Derecho a la libertad de empresa,0%,52,Constitución de la República Dominicana,"Derecho a la propiedad intelectual. Se reconoce y protege el derecho de la propiedad exclusiva de las obras científicas, literarias, artísticas, invenciones e innovaciones, denominaciones, marcas, signos distintivos y demás producciones del intelecto humano por el tiempo, en la forma y con las limitaciones que establezca la ley.




",30,Medio,
781,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"Este derecho contempla la facultad de disponer de bienes y servicios de calidad, a una información objetiva, veraz y oportuna sobre el contenido y las características de los productos y servicios que utilice:",10,Derechos del consumidor,100%,Derecho a la propiedad intelectual,0%,Derecho a la propiedad,0%,Derecho a la cultura,0%,53,Constitución de la República Dominicana,"Derechos del consumidor. Toda persona tiene derecho a disponer de bienes y servicios de calidad, a una información objetiva, veraz y oportuna sobre el contenido y las características de los productos y servicios que use o consuma, bajo las previsiones y normas establecidas por la ley. Las personas que resulten lesionadas o perjudicadas por bienes y servicios de mala calidad, tienen derecho a ser compensadas o indemnizadas conforme a la ley.",30,Medio,
782,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,¿Qué derecho protege que toda persona obtenga los documentos públicos que comprueben su identidad según la Constitución?,10,Los derechos de la familia,100%,El derecho a la nacionalidad,0%,El derecho al libre desarrollo de la personalidad,0%,El derecho a la libertad,0%,55,Constitución de la República Dominicana,"Derechos de la familia. La familia es el fundamento de la sociedad y el espacio básico para el desarrollo integral de las personas. Se constituye por vínculos naturales o jurídicos, por la decisión libre de un hombre y una mujer de contraer matrimonio o por la voluntad responsable de conformarla.
8) Todas las personas tienen derecho desde su nacimiento a ser inscritas gratuitamente en el registro civil o en el libro de extranjería y a obtener los documentos públicos que comprueben su identidad, de conformidad con la ley;",30,Medio,
783,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"¿Quiénes deben hacer primar el interés superior del niño, niña y adolescente?",10,"La familia, la sociedad y el Estado",100%,Solo la sociedad,0%,El Congreso Nacional exclusivamente,0%,Únicamente los padres,0%,56,Constitución de la República Dominicana,"Protección de las personas menores de edad. La familia, la sociedad y el Estado, harán primar el interés superior del niño, niña y adolescente; tendrán la obligación de asistirles y protegerles para garantizar su desarrollo armónico e integral y el ejercicio pleno de sus derechos fundamentales, conforme a esta Constitución y las leyes.",30,Medio,
784,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"La familia, la sociedad y el Estado además de proteger y brindar asistencia a las personas de la tercera edad, deberán:",10,Promover su integración en la vida activa y comunitaria,100%,Restringir su libre desarrollo de la personalidad,0%,Garantizar los servicios de televisión y cable,0%,Garantizarles un sueldo,0%,57,Constitución de la República Dominicana,"Protección de las personas de la tercera edad. La familia, la sociedad y el Estado concurrirán para la protección y la asistencia de las personas de la tercera edad y promoverán su integración a la vida activa y comunitaria. El Estado garantizará los servicios de la seguridad social integral y el subsidio alimentario en caso de indigencia.






",30,Medio,
785,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,El Estado debe garantizar a todas las personas con discapacidad:,10,"El goce de todos los derechos humanos y libertades fundamentales, en condiciones de igualdad",100%,Educación fuera del país,0%,Seguro de salud internacional,0%,El derecho a la nacionalidad dominicana,0%,58,Constitución de la República Dominicana,"Protección de las personas con discapacidad. El Estado promoverá, protegerá y asegurará el goce de todos los derechos humanos y libertades fundamentales de las personas con discapacidad, en condiciones de igualdad, así como el ejercicio pleno y autónomo de sus capacidades. El Estado adoptará las medidas positivas necesarias para propiciar su integración familiar, comunitaria, social, laboral, económica, cultural y política.




",30,Medio,
786,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,Es una prioridad fundamental de las políticas públicas de promoción de vivienda:,10,El acceso legal a la propiedad inmobiliaria titulada,100%,Que todas las personas tengan un hogar donado por el Estado,0%,Que el gobierno obsequie hogares de bajo costo,0%,La integración social,0%,59,Constitución de la República Dominicana,"Derecho a la vivienda. Toda persona tiene derecho a una vivienda digna con servicios básicos esenciales. El Estado debe fijar las condiciones necesarias para hacer efectivo este derecho y promover planes de viviendas y asentamientos humanos de interés social. El acceso legal a la propiedad inmobiliaria titulada es una prioridad fundamental de las políticas públicas de promoción de vivienda.



",30,Medio,
787,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"Con este derecho se persigue asegurar el acceso universal a una adecuada protección en la enfermedad, discapacidad, desocupación y la vejez:",10,Derecho a la seguridad social,100%,Derecho al libre desarrollo de la personalidad,0%,Derecho a la libertad de reunión,0%,Derechos del consumidor.,0%,60,Constitución de la República Dominicana,"Derecho a la seguridad social. Toda persona tiene derecho a la seguridad social. El Estado estimulará el desarrollo progresivo de la seguridad social para asegurar el acceso universal a una adecuada protección en la enfermedad, discapacidad, desocupación y la vejez.





",30,Medio,
788,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"A la luz de este derecho, el Estado deberá garantizar el acceso a medicamentos de calidad y dar asistencia médica y hospitalaria gratuita a quienes la requieran:",10,Derecho a la salud,100%,Derecho al libre desarrollo de la personalidad,0%,Derecho a la libertad de cultos,0%,Derecho a la intimidad y el honor personal,0%,61,Constitución de la República Dominicana,"Derecho a la salud. Toda persona tiene derecho a la salud integral. En consecuencia: 1) El Estado debe velar por la protección de la salud de todas las personas, el acceso al agua potable, el mejoramiento de la alimentación, de los servicios sanitarios, las condiciones higiénicas, el saneamiento ambiental, así como procurar los medios para la prevención y tratamiento de todas las enfermedades, asegurando el acceso a medicamentos de calidad y dando asistencia médica y hospitalaria gratuita a quienes la requieran;




",30,Medio,
789,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"Según la Constitución, el acceso al agua potable, el mejoramiento de la alimentación, de los servicios sanitarios, las condiciones higiénicas, el saneamiento ambiental están protegidos por el derecho:",10,A la salud,100%,Colectivos y difusos,0%,A la cultura,0%,A la protección del medio ambiente,0%,61,Constitución de la República Dominicana,"Derecho a la salud. Toda persona tiene derecho a la salud integral. En consecuencia: 1) El Estado debe velar por la protección de la salud de todas las personas, el acceso al agua potable, el mejoramiento de la alimentación, de los servicios sanitarios, las condiciones higiénicas, el saneamiento ambiental, así como procurar los medios para la prevención y tratamiento de todas las enfermedades, asegurando el acceso a medicamentos de calidad y dando asistencia médica y hospitalaria gratuita a quienes la requieran;




",30,Medio,
790,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,La Constitución dominicana reconoce entre los derechos básicos de los trabajadores y trabajadoras:,10,"La libertad sindical, la seguridad social y la negociación colectiva",100%,Un buen salario y oficinas de lujo,0%,Una jornada laboral personalizada,0%,"La libertad de tránsito, el derecho a huelga, el respeto a la individualidad y la garantía de contar con transporte desde y hacia su hogar.",0%,62,Constitución de la República Dominicana,"Derecho al trabajo. El trabajo es un derecho, un deber y una función social que se ejerce con la protección y asistencia del Estado. Es finalidad esencial del Estado fomentar el empleo digno y remunerado. Los poderes públicos promoverán el diálogo y concertación entre trabajadores, empleadores y el Estado. En consecuencia: 3) Son derechos básicos de trabajadores y trabajadoras, entre otros: la libertad sindical, la seguridad social, la negociación colectiva, la capacitación profesional, el respeto a su capacidad física e intelectual, a su intimidad y a su dignidad personal;





",30,Medio,
791,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,¿Quién debe salvaguardar el patrimonio cultural de la Nación y puesta en valor?,10,El Estado,100%,La familia,0%,Las escuelas,0%,El gobierno local,0%,64,Constitución de la República Dominicana,"Derecho a la cultura. Toda persona tiene derecho a participar y actuar con libertad y sin censura en la vida cultural de la Nación, al pleno acceso y disfrute de los bienes y servicios culturales, de los avances científicos y de la producción artística y literaria. El Estado protegerá los intereses morales y materiales sobre las obras de autores e inventores. En consecuencia: 4) El patrimonio cultural de la Nación, material e inmaterial, está bajo la salvaguarda del Estado que garantizará su protección, enriquecimiento, conservación, restauración y puesta en valor. Los bienes del patrimonio cultural de la Nación, cuya propiedad sea estatal o hayan sido adquiridos por el Estado, son inalienables e inembargables y dicha titularidad, imprescriptible. Los bienes patrimoniales en manos privadas y los bienes del patrimonio cultural sub acuático serán igualmente protegidos ante la exportación ilícita y el expolio. La ley regulará la adquisición de los mismos.",30,Medio,
792,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"En virtud de este derecho se prohíbe la introducción, desarrollo, producción, tenencia, comercialización, transporte, almacenamiento y uso de armas químicas, biológicas y nucleares:",10,Protección del medio ambiente,100%,Derecho a la cultura,0%,Derecho a la educación,0%,Derecho a la dignidad humana,0%,67,Constitución de la República Dominicana,"Protección del medio ambiente. Constituyen deberes del Estado prevenir la contaminación, proteger y mantener el medio ambiente en provecho de las presentes y futuras generaciones. En consecuencia: 2) Se prohíbe la introducción, desarrollo, producción, tenencia, comercialización, transporte, almacenamiento y uso de armas químicas, biológicas y nucleares y de agroquímicos vedados internacionalmente, además de residuos nucleares, desechos tóxicos y peligrosos;",30,Medio,
793,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"Cuando el Estado celebre contratos u otorgue permisos que involucren el uso y explotación de los recursos naturales, esto incluye:",10,"La obligación de conservar el equilibrio ecológico, el acceso a la tecnología y su transferencia y el restablecimiento del ambiente a su estado natural, si resulta alterado.",100%,Una cláusula que beneficie al gobierno,0%,El derecho al deporte como elemento primordial,0%,El régimen de extranjería,0%,67,Constitución de la República Dominicana,"Protección del medio ambiente. Constituyen deberes del Estado prevenir la contaminación, proteger y mantener el medio ambiente en provecho de las presentes y futuras generaciones. En consecuencia: 4) En los contratos que el Estado celebre o en los permisos que se otorguen que involucren el uso y explotación de los recursos naturales, se considerará incluida la obligación de conservar el equilibrio ecológico, el acceso a la tecnología y su transferencia, así como de restablecer el ambiente a su estado natural, si éste resulta alterado;





",30,Medio,
794,M3 - EL PODER JURISDICCIONAL,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"La tutela judicial efectiva y el debido proceso, dentro de sus garantías mínimas, establece:",10,"El derecho a una justicia accesible, oportuna y gratuita.",100%,La protección del medio ambiente.,0%,El derecho al deporte y la recreación,0%,La competencia libre y real en el mercado,0%,69,Constitución de la República Dominicana,"Tutela judicial efectiva y debido proceso. Toda persona, en el ejercicio de sus derechos e intereses legítimos, tiene derecho a obtener la tutela judicial efectiva, con respeto del debido proceso que estará conformado por las garantías mínimas que se establecen a continuación: 1) El derecho a una justicia accesible, oportuna y gratuita;







",30,Fácil,
795,M3 - EL PODER JURISDICCIONAL,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,La tutela judicial efectiva y el debido proceso consagra dentro de sus garantías mínimas:,10,El derecho a la presunción de inocencia,100%,El derecho al libre desarrollo de la personalidad,0%,El derecho a la libertad de tránsito,0%,El derecho a la libertad de expresión,0%,69,Constitución de la República Dominicana,"Tutela judicial efectiva y debido proceso. Toda persona, en el ejercicio de sus derechos e intereses legítimos, tiene derecho a obtener la tutela judicial efectiva, con respeto del debido proceso que estará conformado por las garantías mínimas que se establecen a continuación: 3) El derecho a que se presuma su inocencia y a ser tratada como tal, mientras no se haya declarado su culpabilidad por sentencia irrevocable;





",30,Medio,
796,M3 - EL PODER JURISDICCIONAL,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,Todas las personas tienen el deber de abstenerse de:,10,"Realizar cualquier acto perjudicial a la estabilidad, independencia o soberanía del país.",100%,Votar,0%,Cumplir las leyes y la Constitución,0%,Tributar,0%,75,Constitución de la República Dominicana,"Deberes fundamentales. Los derechos fundamentales reconocidos en esta Constitución determinan la existencia de un orden de responsabilidad jurídica y moral, que obliga la conducta del hombre y la mujer en sociedad. En consecuencia, se declaran como deberes fundamentales de las personas los siguientes: 12) Velar por el fortalecimiento y la calidad de la democracia, el respeto del patrimonio público y el ejercicio transparente de la función pública




",30,Fácil,
797,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"Toda persona tiene el deber de votar, siempre y cuando:",10,Esté en capacidad legal de hacerlo.,100%,Tenga cédula de identidad,0%,Tenga veinticinco años cumplidos,0%,La Junta Central lo permita,0%,75,Constitución de la República Dominicana,"Deberes fundamentales. Los derechos fundamentales reconocidos en esta Constitución determinan la existencia de un orden de responsabilidad jurídica y moral, que obliga la conducta del hombre y la mujer en sociedad. En consecuencia, se declaran como deberes fundamentales de las personas los siguientes: 12) Velar por el fortalecimiento y la calidad de la democracia, el respeto del patrimonio público y el ejercicio transparente de la función pública




",30,Medio,
